Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
uma	DET	0	3	31	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
outra	DET	0	3	32	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
máquina	NOUN	0	3	33	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
dessa	ADP	0	3	34	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
marca	NOUN	0	3	35	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
há	VERB	0	3	36	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
mais	ADV	0	3	37	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
de	ADP	0	3	38	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
10	NUM	0	3	39	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
anos	NOUN	0	3	40	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
e	CCONJ	0	3	41	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
nunca	ADV	0	3	42	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
apresentou	VERB	0	3	43	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
problemas	NOUN	0	3	44	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
.	PUNCT	0	3	45	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
2	['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PUNCT', 'ADV', 'SCONJ', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'PROPN', 'SCONJ', 'ADV', 'VERB', 'DET', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'PUNCT']	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	3	2	1	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
o	DET	0	4	0	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
porta	NOUN	0	4	1	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
filtro	NOUN	1	4	2	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
é	AUX	0	4	3	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
muito	ADV	0	4	4	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
mal	ADV	0	4	5	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
projetado	VERB	0	4	6	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
,	PUNCT	0	4	7	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
o	DET	0	4	8	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
filtro	NOUN	1	4	9	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
permanente	ADJ	0	4	10	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
que	PRON	0	4	11	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
acompanha	VERB	0	4	12	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
deixa	VERB	0	4	13	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
passar	VERB	0	4	14	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
muito	DET	0	4	15	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
pó	NOUN	0	4	16	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
e	CCONJ	0	4	17	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
se	SCONJ	0	4	18	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
vc	PRON	1	4	19	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
coloca	VERB	0	4	20	0	o porta filtro é muito mal projetado , o filtro permanente que acompanha deixa passar muito pó e se vc coloca um filtro descartavel o café não passa e transborda todo o pó de qualquer jeito não coa . e para completar vazou água embaixo e acabou queimando . muito ruim não recomendo a compra e nem vou buscar assistencia para não passar mais raiva , ainda mais porque peguei em uma promoção da americanas por R$ 49,99 .
